trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
555,False,"{'a': 0.1, 'e': 0.0038185440687839418}",25,11,23.254944857479774,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
556,False,"{'a': 0.1, 'e': 0.003780358628096102}",25,11,-17.98539840463851,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
557,False,"{'a': 0.1, 'e': 0.0037425550418151415}",25,8,28.957417853404547,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
558,False,"{'a': 0.1, 'e': 0.0037051294913969897}",35,15,35.214660003258054,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
559,False,"{'a': 0.1, 'e': 0.00366807819648302}",20,8,22.10165775370478,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
560,False,"{'a': 0.1, 'e': 0.0036313974145181895}",20,14,10.490734306125175,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
561,False,"{'a': 0.1, 'e': 0.003595083440373008}",25,17,13.756067094505019,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
562,False,"{'a': 0.1, 'e': 0.003559132605969278}",30,12,31.990125603821895,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
563,False,"{'a': 0.1, 'e': 0.003523541279909585}",20,8,18.737838523037297,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
564,False,"{'a': 0.1, 'e': 0.003488305867110489}",25,15,19.881442945872973,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
565,False,"{'a': 0.1, 'e': 0.003453422808439384}",25,11,24.42237843447775,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
566,False,"{'a': 0.1, 'e': 0.0034188885803549903}",30,16,26.816768390814342,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
567,False,"{'a': 0.1, 'e': 0.0033846996945514404}",25,9,28.800746444292702,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
568,False,"{'a': 0.1, 'e': 0.003350852697605926}",20,14,11.468812484481944,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
569,False,"{'a': 0.1, 'e': 0.0033173441706298664}",20,12,15.688748188655685,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
570,False,"{'a': 0.1, 'e': 0.0032841707289235677}",30,0,51.73262315779511,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
571,False,"{'a': 0.1, 'e': 0.003251329021634332}",25,4,32.866199588614826,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
572,False,"{'a': 0.1, 'e': 0.0032188157314179885}",20,14,10.887803578261309,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
573,False,"{'a': 0.1, 'e': 0.003186627574103809}",30,13,29.333859379503583,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
574,False,"{'a': 0.1, 'e': 0.0031547612983627705}",20,6,24.22697021103994,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
575,False,"{'a': 0.1, 'e': 0.003123213685379143}",20,16,9.527284134783141,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
576,False,"{'a': 0.1, 'e': 0.0030919815485253516}",25,10,29.877206839301593,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
577,False,"{'a': 0.1, 'e': 0.003061061733040098}",20,6,26.60661146047669,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
578,False,"{'a': 0.1, 'e': 0.003030451115709697}",20,8,20.286198826425146,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
579,False,"{'a': 0.1, 'e': 0.0030001466045526}",20,8,22.167181460213552,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
580,False,"{'a': 0.1, 'e': 0.002970145138507074}",30,20,19.163528384116635,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
581,False,"{'a': 0.1, 'e': 0.002940443687122003}",20,12,15.653171358957268,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
582,False,"{'a': 0.1, 'e': 0.002911039250250783}",20,6,25.264033584896048,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
583,False,"{'a': 0.1, 'e': 0.0028819288577482754}",25,3,35.15566509409173,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
584,False,"{'a': 0.1, 'e': 0.0028531095691707925}",25,17,16.398119140676915,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
585,False,"{'a': 0.1, 'e': 0.0028245784734790844}",25,17,17.185673174360534,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
586,False,"{'a': 0.1, 'e': 0.0027963326887442937}",25,17,14.922384534659933,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
587,False,"{'a': 0.1, 'e': 0.0027683693618568506}",20,7,24.620235665225426,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
588,False,"{'a': 0.1, 'e': 0.002740685668238282}",25,6,30.900714689860756,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
589,False,"{'a': 0.1, 'e': 0.0027132788115558993}",20,12,12.868415588841192,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
590,False,"{'a': 0.1, 'e': 0.0026861460234403403}",20,12,15.475477394675574,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
591,False,"{'a': 0.1, 'e': 0.002659284563205937}",25,14,20.23743913496584,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
592,False,"{'a': 0.1, 'e': 0.0026326917175738774}",20,11,10.67081493296251,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
593,False,"{'a': 0.1, 'e': 0.0026063648003981387}",25,17,15.513808507330888,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
594,False,"{'a': 0.1, 'e': 0.0025803011523941573}",20,11,19.87546324335173,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
595,False,"{'a': 0.1, 'e': 0.0025544981408702158}",20,12,14.198640874676588,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
596,False,"{'a': 0.1, 'e': 0.0025289531594615135}",25,0,32.54119582365128,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
597,False,"{'a': 0.1, 'e': 0.0025036636278668984}",20,6,23.076360371908272,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
598,False,"{'a': 0.1, 'e': 0.0024786269915882293}",20,8,24.26356302698462,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
599,False,"{'a': 0.1, 'e': 0.002453840721672347}",30,13,32.010033070175425,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
600,False,"{'a': 0.1, 'e': 0.0024293023144556234}",20,14,12.009006798168125,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
601,False,"{'a': 0.1, 'e': 0.0024050092913110673}",30,16,24.98596202142552,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
602,False,"{'a': 0.1, 'e': 0.0023809591983979567}",25,19,11.214295964836374,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
603,False,"{'a': 0.1, 'e': 0.002357149606413977}",30,19,20.12749847065655,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
604,False,"{'a': 0.1, 'e': 0.002333578110349837}",35,25,20.017438050837118,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
605,False,"{'a': 0.1, 'e': 0.0023102423292463386}",25,11,29.08873119524525,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
606,False,"{'a': 0.1, 'e': 0.0022871399059538754}",20,14,11.248791192658112,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
607,False,"{'a': 0.1, 'e': 0.0022642685068943367}",25,17,15.810166426765969,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
608,False,"{'a': 0.1, 'e': 0.002241625821825393}",20,10,17.085465086773187,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
609,False,"{'a': 0.1, 'e': 0.0022192095636071395}",30,17,24.90868851392718,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
610,False,"{'a': 0.1, 'e': 0.002197017467971068}",25,12,28.347555427656907,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
611,False,"{'a': 0.1, 'e': 0.002175047293291357}",30,13,30.67912500866256,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
612,False,"{'a': 0.1, 'e': 0.002153296820358444}",20,8,23.600738527411316,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
613,False,"{'a': 0.1, 'e': 0.0021317638521548593}",30,23,13.127941097862536,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
614,False,"{'a': 0.1, 'e': 0.0021104462136333105}",20,6,21.673239749185992,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
615,False,"{'a': 0.1, 'e': 0.0020893417514969773}",25,16,18.375174052686774,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
616,False,"{'a': 0.1, 'e': 0.0020684483339820075}",20,2,33.054335733254796,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
617,False,"{'a': 0.1, 'e': 0.0020477638506421875}",25,17,15.768216123271479,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
618,False,"{'a': 0.1, 'e': 0.0020272862121357657}",25,11,21.435900205253,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
619,False,"{'a': 0.1, 'e': 0.002007013350014408}",25,16,18.061404831154576,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
620,False,"{'a': 0.1, 'e': 0.0019869432165142637}",30,24,10.347193762755193,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
621,False,"{'a': 0.1, 'e': 0.001967073784349121}",20,12,16.339545044366034,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
622,False,"{'a': 0.1, 'e': 0.00194740304650563}",20,3,28.953522779788386,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
623,False,"{'a': 0.1, 'e': 0.0019279290160405737}",20,14,11.41094888500804,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
624,False,"{'a': 0.1, 'e': 0.001908649725880168}",35,21,26.6404690209752,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
625,False,"{'a': 0.1, 'e': 0.0018895632286213661}",20,8,21.28893599294444,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
626,False,"{'a': 0.1, 'e': 0.0018706675963351526}",25,17,14.393097007719353,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
627,False,"{'a': 0.1, 'e': 0.001851960920371801}",20,12,2.5860226530252888,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
628,False,"{'a': 0.1, 'e': 0.001833441311168083}",25,13,24.955276872366454,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
629,False,"{'a': 0.1, 'e': 0.0018151068980564022}",30,15,24.692191098014334,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
630,False,"{'a': 0.1, 'e': 0.001796955829075838}",25,11,27.850836108127282,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
631,False,"{'a': 0.1, 'e': 0.0017789862707850797}",30,12,32.62861369514306,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
632,False,"{'a': 0.1, 'e': 0.001761196408077229}",25,18,15.526446829690354,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
633,False,"{'a': 0.1, 'e': 0.0017435844439964566}",20,9,20.509253118659085,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
634,False,"{'a': 0.1, 'e': 0.001726148599556492}",25,12,28.50079761645638,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
635,False,"{'a': 0.1, 'e': 0.001708887113560927}",20,10,18.242357665310426,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
636,False,"{'a': 0.1, 'e': 0.0016917982424253177}",20,8,25.0826042009803,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
637,False,"{'a': 0.1, 'e': 0.0016748802600010646}",20,11,16.18666033646503,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
638,False,"{'a': 0.1, 'e': 0.0016581314574010539}",30,8,39.47190157604124,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
639,False,"{'a': 0.1, 'e': 0.0016415501428270432}",30,14,27.665078402873682,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
640,False,"{'a': 0.1, 'e': 0.001625134641398773}",20,14,10.357416549809894,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
641,False,"{'a': 0.1, 'e': 0.001608883294984785}",30,13,27.18614895073436,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
642,False,"{'a': 0.1, 'e': 0.0015927944620349372}",20,6,24.384145464293187,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
643,False,"{'a': 0.1, 'e': 0.0015768665174145879}",25,13,23.09909602349659,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
644,False,"{'a': 0.1, 'e': 0.001561097852240442}",20,3,22.79390752698793,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
645,False,"{'a': 0.1, 'e': 0.0015454868737180376}",20,14,12.556327915000388,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
646,False,"{'a': 0.1, 'e': 0.001530032004980857}",25,14,22.819174149882645,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
647,False,"{'a': 0.1, 'e': 0.0015147316849310486}",20,7,23.71700691484466,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
648,False,"{'a': 0.1, 'e': 0.001499584368081738}",20,14,15.125679065959297,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
649,False,"{'a': 0.1, 'e': 0.0014845885244009207}",25,17,16.034060021477508,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
650,False,"{'a': 0.1, 'e': 0.0014697426391569114}",30,20,18.921358153524903,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
651,False,"{'a': 0.1, 'e': 0.0014550452127653423}",20,0,26.46502567081593,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
652,False,"{'a': 0.1, 'e': 0.001440494760637689}",20,12,12.883324861329026,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
653,False,"{'a': 0.1, 'e': 0.001426089813031312}",30,21,18.38500522477266,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
654,False,"{'a': 0.1, 'e': 0.0014118289149009989}",20,15,9.30990505056795,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
655,False,"{'a': 0.1, 'e': 0.001397710625751989}",20,11,15.26659339310205,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
656,False,"{'a': 0.1, 'e': 0.001383733519494469}",25,17,13.570921095847986,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
657,False,"{'a': 0.1, 'e': 0.0013698961842995242}",25,14,18.718051261316603,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
658,False,"{'a': 0.1, 'e': 0.001356197222456529}",20,16,7.48801344200842,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
659,False,"{'a': 0.1, 'e': 0.0013426352502319636}",25,17,16.735941769893355,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
660,False,"{'a': 0.1, 'e': 0.001329208897729644}",20,13,12.01435196402246,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
661,False,"{'a': 0.1, 'e': 0.0013159168087523475}",30,23,15.97597254696596,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
662,False,"{'a': 0.1, 'e': 0.0013027576406648242}",25,15,16.03506386996156,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
663,False,"{'a': 0.1, 'e': 0.0012897300642581758}",20,14,11.255302751404034,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
664,False,"{'a': 0.1, 'e': 0.001276832763615594}",25,18,13.043070560483727,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
665,False,"{'a': 0.1, 'e': 0.0012640644359794382}",25,5,26.791760500548083,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
666,False,"{'a': 0.1, 'e': 0.0012514237916196437}",20,12,16.88897080635852,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
667,False,"{'a': 0.1, 'e': 0.0012389095537034473}",25,17,14.40482798607265,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
668,False,"{'a': 0.1, 'e': 0.0012265204581664128}",20,5,30.328136833098057,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
669,False,"{'a': 0.1, 'e': 0.0012142552535847487}",25,19,11.65624079592858,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
670,False,"{'a': 0.1, 'e': 0.0012021127010489012}",30,8,35.693895660011954,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
671,False,"{'a': 0.1, 'e': 0.0011900915740384122}",30,22,16.863438305716713,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
672,False,"{'a': 0.1, 'e': 0.001178190658298028}",35,13,42.57213832868721,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
673,False,"{'a': 0.1, 'e': 0.0011664087517150477}",25,5,34.79355461645425,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
674,False,"{'a': 0.1, 'e': 0.0011547446641978973}",30,14,28.35829403175176,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
675,False,"{'a': 0.1, 'e': 0.0011431972175559183}",25,10,25.69337492206182,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
676,False,"{'a': 0.1, 'e': 0.0011317652453803591}",25,13,24.77791298117617,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
677,False,"{'a': 0.1, 'e': 0.0011204475929265554}",25,18,11.6315480543588,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
678,False,"{'a': 0.1, 'e': 0.0011092431169972899}",25,0,42.52355356240937,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
679,False,"{'a': 0.1, 'e': 0.001098150685827317}",20,0,33.26552150157001,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
680,False,"{'a': 0.1, 'e': 0.0010871691789690438}",25,15,18.26261614792587,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
681,False,"{'a': 0.1, 'e': 0.0010762974871793534}",20,12,13.207742559466597,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
682,False,"{'a': 0.1, 'e': 0.0010655345123075598}",25,13,23.34594591667405,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
683,False,"{'a': 0.1, 'e': 0.0010548791671844842}",35,18,31.216658639230335,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
684,False,"{'a': 0.1, 'e': 0.0010443303755126394}",25,13,23.52533098925312,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
685,False,"{'a': 0.1, 'e': 0.001033887071757513}",25,5,34.002648744643665,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
686,False,"{'a': 0.1, 'e': 0.0010235482010399377}",20,16,6.073972213172611,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
687,False,"{'a': 0.1, 'e': 0.0010133127190295385}",20,13,12.779995734630516,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
688,False,"{'a': 0.1, 'e': 0.001003179591839243}",20,12,14.988510046667189,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
689,False,"{'a': 0.1, 'e': 0.0009931477959208507}",20,11,18.816075152892818,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",25,8,29.993476186871355,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",20,14,11.763301594834465,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",25,18,14.51885107694465,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",20,12,16.708263882173227,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",20,3,28.104042775818154,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",30,12,28.458764264658996,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",30,16,26.716021650794193,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",20,9,19.336102044775323,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",25,15,16.602389479025057,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",20,14,11.790192499062803,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,True,"{'a': 0, 'e': 0}",30,12,30.63321561309742,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'a': 0, 'e': 0}",30,20,14.36710416940519,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
13,True,"{'a': 0, 'e': 0}",30,22,13.897736123453608,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,True,"{'a': 0, 'e': 0}",20,0,28.55049476001053,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
15,True,"{'a': 0, 'e': 0}",25,16,19.783420898334583,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,True,"{'a': 0, 'e': 0}",20,6,23.470772066064423,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,True,"{'a': 0, 'e': 0}",25,8,32.19582671801536,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,True,"{'a': 0, 'e': 0}",30,16,24.77624982268411,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,True,"{'a': 0, 'e': 0}",30,20,20.559569313800687,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,True,"{'a': 0, 'e': 0}",20,10,14.659534026855452,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
21,True,"{'a': 0, 'e': 0}",25,13,20.325524125446005,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
22,True,"{'a': 0, 'e': 0}",25,14,21.60037094773038,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
23,True,"{'a': 0, 'e': 0}",20,15,10.533279635989707,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
24,True,"{'a': 0, 'e': 0}",25,4,34.80012300271183,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
25,True,"{'a': 0, 'e': 0}",20,10,17.594290563335708,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
26,True,"{'a': 0, 'e': 0}",20,14,11.049126629577268,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
27,True,"{'a': 0, 'e': 0}",20,10,19.708414093573992,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
28,True,"{'a': 0, 'e': 0}",20,14,11.120711690145878,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
29,True,"{'a': 0, 'e': 0}",20,15,12.23161677407027,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
30,True,"{'a': 0, 'e': 0}",30,18,21.96804685446641,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
31,True,"{'a': 0, 'e': 0}",20,13,13.012515339986043,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
32,True,"{'a': 0, 'e': 0}",20,10,18.526234133200838,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
33,True,"{'a': 0, 'e': 0}",20,11,14.791016130327911,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
34,True,"{'a': 0, 'e': 0}",20,12,16.80050785206777,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
35,True,"{'a': 0, 'e': 0}",25,17,15.12160658796834,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
36,True,"{'a': 0, 'e': 0}",30,24,14.255257854427214,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
37,True,"{'a': 0, 'e': 0}",25,11,23.12344216687138,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
38,True,"{'a': 0, 'e': 0}",20,6,21.312171548633728,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
39,True,"{'a': 0, 'e': 0}",20,11,16.79596917121135,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
40,True,"{'a': 0, 'e': 0}",20,3,24.463169995700838,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
41,True,"{'a': 0, 'e': 0}",25,7,29.119473142986436,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
42,True,"{'a': 0, 'e': 0}",25,3,33.61439873108749,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
43,True,"{'a': 0, 'e': 0}",25,6,32.52599276305726,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
44,True,"{'a': 0, 'e': 0}",20,11,16.46050213523955,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
45,True,"{'a': 0, 'e': 0}",30,16,24.594683983906364,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
46,True,"{'a': 0, 'e': 0}",25,14,22.297459032444113,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
47,True,"{'a': 0, 'e': 0}",20,5,28.132067979873405,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
48,True,"{'a': 0, 'e': 0}",30,22,14.679409898700921,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
49,True,"{'a': 0, 'e': 0}",30,7,38.65974104839141,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
50,True,"{'a': 0, 'e': 0}",25,0,37.09807667652909,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
51,True,"{'a': 0, 'e': 0}",25,6,37.50608055446963,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
52,True,"{'a': 0, 'e': 0}",20,12,13.256207143911558,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
53,True,"{'a': 0, 'e': 0}",25,0,40.49465967898995,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
54,True,"{'a': 0, 'e': 0}",25,0,40.435843548576415,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
55,True,"{'a': 0, 'e': 0}",20,10,17.081768744304497,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
56,True,"{'a': 0, 'e': 0}",20,12,15.143493324779286,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
