trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
184,False,"{'a': 0.1, 'e': 0.1589427091997875}",20,6,21.56241713785586,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
185,False,"{'a': 0.1, 'e': 0.15735328210778962}",20,9,-25.433416096751003,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
186,False,"{'a': 0.1, 'e': 0.15577974928671173}",35,17,8.751233293592652,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
187,False,"{'a': 0.1, 'e': 0.15422195179384462}",20,15,8.229312446613127,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
188,False,"{'a': 0.1, 'e': 0.15267973227590617}",20,2,15.59538119296521,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
189,False,"{'a': 0.1, 'e': 0.1511529349531471}",20,14,11.168457205072677,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
190,False,"{'a': 0.1, 'e': 0.14964140560361563}",20,11,-7.174202414886878,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
191,False,"{'a': 0.1, 'e': 0.14814499154757946}",25,6,25.33401909720409,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.1, 'e': 0.14666354163210368}",30,13,28.55667604371603,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 0.1, 'e': 0.14519690621578263}",25,11,19.950063622435472,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
194,False,"{'a': 0.1, 'e': 0.1437449371536248}",20,12,16.077770352774998,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
195,False,"{'a': 0.1, 'e': 0.14230748778208857}",20,14,8.34643491614533,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
196,False,"{'a': 0.1, 'e': 0.14088441290426768}",25,7,29.941155494130786,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
197,False,"{'a': 0.1, 'e': 0.139475568775225}",30,12,14.833711247493369,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
198,False,"{'a': 0.1, 'e': 0.13808081308747275}",30,18,-33.178289312636636,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 1}",1
199,False,"{'a': 0.1, 'e': 0.136700004956598}",25,1,-72.52100448363996,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 2}",1
200,False,"{'a': 0.1, 'e': 0.13533300490703204}",20,9,4.921410237683272,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
201,False,"{'a': 0.1, 'e': 0.13397967485796172}",20,0,31.108797917163482,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
202,False,"{'a': 0.1, 'e': 0.1326398781093821}",20,0,-4.126900887258309,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
203,False,"{'a': 0.1, 'e': 0.13131347932828827}",30,16,9.59597189916537,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 0}",1
204,False,"{'a': 0.1, 'e': 0.1300003445350054}",25,10,25.88561424502392,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
205,False,"{'a': 0.1, 'e': 0.12870034108965533}",20,10,6.379686434379062,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
206,False,"{'a': 0.1, 'e': 0.1274133376787588}",30,16,24.9588187962999,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 0.1, 'e': 0.12613920430197118}",20,15,11.079610634158042,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
208,False,"{'a': 0.1, 'e': 0.12487781225895148}",20,14,12.458888268077041,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.1, 'e': 0.12362903413636196}",20,8,20.66344228625903,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
210,False,"{'a': 0.1, 'e': 0.12239274379499834}",20,16,7.7500397179360005,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
211,False,"{'a': 0.1, 'e': 0.12116881635704835}",25,11,-31.387327668945723,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
212,False,"{'a': 0.1, 'e': 0.11995712819347787}",25,17,12.878504374853286,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
213,False,"{'a': 0.1, 'e': 0.11875755691154309}",20,12,14.191377588118328,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.1, 'e': 0.11756998134242766}",20,10,16.877394537213878,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
215,False,"{'a': 0.1, 'e': 0.11639428152900338}",20,15,9.274409048579939,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
216,False,"{'a': 0.1, 'e': 0.11523033871371334}",30,13,30.12633081604464,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
217,False,"{'a': 0.1, 'e': 0.11407803532657622}",30,14,17.862681070567067,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
218,False,"{'a': 0.1, 'e': 0.11293725497331045}",25,13,-31.25523162231425,"{0: 9, 1: 0, 2: 1, 3: 2, 4: 0}",1
219,False,"{'a': 0.1, 'e': 0.11180788242357734}",30,0,-18.65353707270342,"{0: 28, 1: 0, 2: 0, 3: 1, 4: 1}",0
220,False,"{'a': 0.1, 'e': 0.11068980359934157}",20,15,11.07169148960988,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
221,False,"{'a': 0.1, 'e': 0.10958290556334815}",25,5,18.3896469922815,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",1
222,False,"{'a': 0.1, 'e': 0.10848707650771466}",25,10,19.234316749334898,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
223,False,"{'a': 0.1, 'e': 0.10740220574263752}",30,14,27.774106825785825,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
224,False,"{'a': 0.1, 'e': 0.10632818368521114}",25,16,14.67589592276278,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.1, 'e': 0.10526490184835903}",30,16,14.584910429980958,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
226,False,"{'a': 0.1, 'e': 0.10421225282987544}",25,16,16.567552813937134,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.1, 'e': 0.10317013030157668}",20,16,6.770112085869526,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
228,False,"{'a': 0.1, 'e': 0.10213842899856092}",25,18,13.383111844458146,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
229,False,"{'a': 0.1, 'e': 0.10111704470857531}",25,18,-14.867779667369096,"{0: 5, 1: 1, 2: 0, 3: 1, 4: 0}",1
230,False,"{'a': 0.1, 'e': 0.10010587426148955}",20,0,27.91929803723985,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
231,False,"{'a': 0.1, 'e': 0.09910481551887466}",30,10,32.636917957171725,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
232,False,"{'a': 0.1, 'e': 0.0981137673636859}",20,3,30.269210202192266,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
233,False,"{'a': 0.1, 'e': 0.09713262969004906}",25,12,22.251778252068824,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
234,False,"{'a': 0.1, 'e': 0.09616130339314856}",25,14,20.176247180800758,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.1, 'e': 0.09519969035921708}",20,10,11.071095190053882,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
236,False,"{'a': 0.1, 'e': 0.0942476934556249}",25,12,27.16908974405031,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.1, 'e': 0.09330521652106866}",20,7,12.435637878134067,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
238,False,"{'a': 0.1, 'e': 0.09237216435585796}",20,8,22.897668039351082,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
239,False,"{'a': 0.1, 'e': 0.09144844271229938}",25,0,23.633053879009942,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",1
240,False,"{'a': 0.1, 'e': 0.0905339582851764}",30,16,11.593364038334151,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
241,False,"{'a': 0.1, 'e': 0.08962861870232462}",25,13,22.97257116689969,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
242,False,"{'a': 0.1, 'e': 0.08873233251530138}",20,12,14.684048412913906,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
243,False,"{'a': 0.1, 'e': 0.08784500919014836}",30,16,26.58752161177654,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
244,False,"{'a': 0.1, 'e': 0.08696655909824688}",20,0,27.437572623094432,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
245,False,"{'a': 0.1, 'e': 0.0860968935072644}",25,13,9.827905564909164,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
246,False,"{'a': 0.1, 'e': 0.08523592457219176}",25,17,13.1433408526612,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 0.1, 'e': 0.08438356532646984}",20,11,-29.950861575401763,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 1}",1
248,False,"{'a': 0.1, 'e': 0.08353972967320515}",20,9,25.11134981075226,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
249,False,"{'a': 0.1, 'e': 0.0827043323764731}",25,15,18.63824482977598,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.1, 'e': 0.08187728905270836}",25,16,17.366234180951274,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.1, 'e': 0.08105851616218128}",30,13,20.75175009156865,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
252,False,"{'a': 0.1, 'e': 0.08024793100055946}",20,16,6.674416668556592,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.1, 'e': 0.07944545169055386}",30,24,10.257035131008259,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
254,False,"{'a': 0.1, 'e': 0.07865099717364833}",30,7,38.01378621352041,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.1, 'e': 0.07786448720191184}",20,16,8.178179401802943,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.1, 'e': 0.07708584232989273}",20,2,30.71962992861798,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
257,False,"{'a': 0.1, 'e': 0.0763149839065938}",20,9,19.854526893786275,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.1, 'e': 0.07555183406752786}",20,12,-1.6325713039156957,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
259,False,"{'a': 0.1, 'e': 0.07479631572685258}",30,14,23.902443571259333,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.1, 'e': 0.07404835256958406}",25,7,25.5792178246079,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.1, 'e': 0.07330786904388821}",20,9,17.92191353122483,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.1, 'e': 0.07257479035344933}",30,19,19.033820833185402,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.1, 'e': 0.07184904244991484}",30,17,23.080668673060128,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.1, 'e': 0.07113055202541568}",20,16,8.384899117452433,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.1, 'e': 0.07041924650516153}",20,9,22.729322408064498,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.1, 'e': 0.06971505404010991}",25,18,14.311802972895824,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.1, 'e': 0.06901790349970881}",20,9,21.54777843431675,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.1, 'e': 0.06832772446471172}",20,12,16.261124385619244,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.1, 'e': 0.0676444472200646}",30,13,19.061444331690247,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
270,False,"{'a': 0.1, 'e': 0.06696800274786396}",30,21,11.978215203209158,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.1, 'e': 0.06629832272038531}",20,16,8.472526318593884,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.1, 'e': 0.06563533949318147}",20,14,-1.293057484960228,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
273,False,"{'a': 0.1, 'e': 0.06497898609824965}",25,11,4.664486074257033,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
274,False,"{'a': 0.1, 'e': 0.06432919623726716}",25,12,-15.121859428682052,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
275,False,"{'a': 0.1, 'e': 0.06368590427489448}",20,0,-30.403746587487284,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
276,False,"{'a': 0.1, 'e': 0.06304904523214554}",25,13,7.905425835106655,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
277,False,"{'a': 0.1, 'e': 0.06241855477982408}",30,17,22.796900084268486,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.1, 'e': 0.06179436923202584}",30,24,10.128631992560313,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.1, 'e': 0.06117642553970558}",20,10,16.449407003705808,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.1, 'e': 0.06056466128430853}",20,10,18.286151522097008,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.1, 'e': 0.05995901467146544}",20,13,15.053185236243301,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.1, 'e': 0.059359424524750785}",20,8,20.28281666628467,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.1, 'e': 0.05876583027950327}",20,8,10.241976561589745,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
284,False,"{'a': 0.1, 'e': 0.05817817197670824}",20,8,25.32584155461,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.1, 'e': 0.05759639025694116}",20,0,29.318591694424725,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
286,False,"{'a': 0.1, 'e': 0.057020426354371746}",25,18,14.247185208047746,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.1, 'e': 0.05645022209082803}",20,13,13.210893127865369,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.1, 'e': 0.05588571986991975}",25,3,20.813929774468498,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
289,False,"{'a': 0.1, 'e': 0.05532686267122055}",20,0,15.938743283770432,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
290,False,"{'a': 0.1, 'e': 0.05477359404450834}",25,16,18.689523656416895,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.1, 'e': 0.05422585810406326}",20,3,21.793494209460068,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
292,False,"{'a': 0.1, 'e': 0.05368359952302263}",35,24,16.398274901843187,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.1, 'e': 0.0531467635277924}",20,8,19.578006674564186,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.1, 'e': 0.05261529589251448}",20,0,32.06741297881851,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
295,False,"{'a': 0.1, 'e': 0.05208914293358933}",25,18,12.43413050720741,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.1, 'e': 0.05156825150425344}",25,0,-14.587901584956317,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 1}",0
297,False,"{'a': 0.1, 'e': 0.0510525689892109}",25,0,19.12202215363352,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
298,False,"{'a': 0.1, 'e': 0.050542043299318794}",20,0,21.321286198269032,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
299,False,"{'a': 0.1, 'e': 0.050036622866325604}",20,11,9.586910420964138,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.1, 'e': 0.04953625663766235}",35,21,21.04647202192321,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.1, 'e': 0.04904089407128572}",20,0,14.948808222505496,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
302,False,"{'a': 0.1, 'e': 0.04855048513057287}",25,15,18.595084613880953,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.1, 'e': 0.04806498027926714}",25,8,31.610024404411863,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.1, 'e': 0.047584330476474465}",20,12,11.83199950548916,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.1, 'e': 0.04710848717170972}",25,13,17.8050448585125,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 0.1, 'e': 0.04663740229999262}",20,5,27.618261478197407,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.1, 'e': 0.046171028276992696}",25,0,36.875943605213436,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
308,False,"{'a': 0.1, 'e': 0.045709317994222766}",20,9,22.306589525154124,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.1, 'e': 0.04525222481428054}",20,9,15.104956161916286,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
310,False,"{'a': 0.1, 'e': 0.04479970256613774}",25,0,40.67890682858918,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
311,False,"{'a': 0.1, 'e': 0.044351705540476356}",25,9,24.01818394686068,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.1, 'e': 0.043908188485071595}",20,3,21.21927693577575,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
313,False,"{'a': 0.1, 'e': 0.04346910660022088}",30,18,17.962427381573825,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
314,False,"{'a': 0.1, 'e': 0.04303441553421867}",30,19,20.776434380112764,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
315,False,"{'a': 0.1, 'e': 0.04260407137887648}",30,16,18.759669578458663,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
316,False,"{'a': 0.1, 'e': 0.04217803066508771}",30,4,37.004310983548926,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
317,False,"{'a': 0.1, 'e': 0.04175625035843684}",30,20,19.543117004997928,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
318,False,"{'a': 0.1, 'e': 0.041338687854852466}",25,5,33.47848192748633,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
319,False,"{'a': 0.1, 'e': 0.040925300976303945}",30,19,20.212046023590915,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
320,False,"{'a': 0.1, 'e': 0.0405160479665409}",25,11,25.494424161045124,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
321,False,"{'a': 0.1, 'e': 0.040110887486875496}",20,6,17.360684688273565,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
322,False,"{'a': 0.1, 'e': 0.03970977861200674}",25,18,13.568483681313303,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
323,False,"{'a': 0.1, 'e': 0.039312680825886674}",25,18,12.829810237951456,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
324,False,"{'a': 0.1, 'e': 0.038919554017627804}",20,12,15.500830102377474,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 0.1, 'e': 0.03853035847745152}",20,6,22.283233049055788,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
326,False,"{'a': 0.1, 'e': 0.03814505489267701}",30,18,22.69469672830104,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
327,False,"{'a': 0.1, 'e': 0.03776360434375024}",20,12,11.867391979432359,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
328,False,"{'a': 0.1, 'e': 0.03738596830031274}",20,8,20.77321530852484,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 0.1, 'e': 0.03701210861730961}",20,9,21.1368835489355,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
330,False,"{'a': 0.1, 'e': 0.03664198753113651}",20,6,24.784784894585922,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.1, 'e': 0.036275567655825146}",25,20,8.558750849748048,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
332,False,"{'a': 0.1, 'e': 0.03591281197926689}",20,0,31.9304010414143,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
333,False,"{'a': 0.1, 'e': 0.03555368385947423}",20,0,10.664102777198927,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",1
334,False,"{'a': 0.1, 'e': 0.035198147020879485}",20,14,11.84268951587063,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
335,False,"{'a': 0.1, 'e': 0.03484616555067069}",20,12,16.17993832389717,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
336,False,"{'a': 0.1, 'e': 0.03449770389516398}",20,7,28.180841000971487,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
337,False,"{'a': 0.1, 'e': 0.03415272685621234}",20,6,16.656392829948487,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
338,False,"{'a': 0.1, 'e': 0.03381119958765022}",25,13,20.70831175310515,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
339,False,"{'a': 0.1, 'e': 0.03347308759177372}",20,7,21.806852666565916,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
340,False,"{'a': 0.1, 'e': 0.03313835671585598}",20,9,24.13097427691517,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
341,False,"{'a': 0.1, 'e': 0.03280697314869742}",25,10,27.308163862787033,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
342,False,"{'a': 0.1, 'e': 0.03247890341721044}",25,17,17.29954379236604,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
343,False,"{'a': 0.1, 'e': 0.03215411438303834}",30,17,27.893723050431745,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
344,False,"{'a': 0.1, 'e': 0.031832573239207955}",20,11,17.843595876686063,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
345,False,"{'a': 0.1, 'e': 0.031514247506815876}",20,9,18.093944020637405,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
346,False,"{'a': 0.1, 'e': 0.031199105031747717}",20,15,8.81541949468385,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
347,False,"{'a': 0.1, 'e': 0.03088711398143024}",20,0,32.20891526280772,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
348,False,"{'a': 0.1, 'e': 0.030578242841615935}",20,13,11.358829597465892,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
349,False,"{'a': 0.1, 'e': 0.030272460413199778}",20,0,32.82996409888082,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
350,False,"{'a': 0.1, 'e': 0.02996973580906778}",20,10,14.460756573224923,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
351,False,"{'a': 0.1, 'e': 0.0296700384509771}",25,8,29.22297006601841,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
352,False,"{'a': 0.1, 'e': 0.02937333806646733}",25,15,15.964296180242126,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.1, 'e': 0.029079604685802656}",30,11,19.478317929362706,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
354,False,"{'a': 0.1, 'e': 0.02878880863894463}",20,12,12.66312036182001,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
355,False,"{'a': 0.1, 'e': 0.02850092055255518}",20,12,18.056982563679355,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
356,False,"{'a': 0.1, 'e': 0.02821591134702963}",25,8,28.962325748640737,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 0.1, 'e': 0.027933752233559334}",25,18,15.029126711327896,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
358,False,"{'a': 0.1, 'e': 0.027654414711223742}",20,13,13.78860723832521,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
359,False,"{'a': 0.1, 'e': 0.027377870564111503}",20,5,24.653937018857828,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
360,False,"{'a': 0.1, 'e': 0.027104091858470385}",25,0,38.786877585390194,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
361,False,"{'a': 0.1, 'e': 0.026833050939885684}",20,3,28.422976799694986,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
362,False,"{'a': 0.1, 'e': 0.026564720430486827}",20,11,15.789859230189101,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
363,False,"{'a': 0.1, 'e': 0.026299073226181958}",25,20,10.348113536622554,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
364,False,"{'a': 0.1, 'e': 0.026036082493920136}",25,8,29.371724801790197,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
365,False,"{'a': 0.1, 'e': 0.025775721668980935}",30,16,28.937478727979006,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
366,False,"{'a': 0.1, 'e': 0.025517964452291125}",20,12,12.195921777208154,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
367,False,"{'a': 0.1, 'e': 0.025262784807768213}",20,6,22.494323082065783,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
368,False,"{'a': 0.1, 'e': 0.025010156959690534}",35,25,15.065334466565707,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
369,False,"{'a': 0.1, 'e': 0.024760055390093627}",25,4,-18.121750615140503,"{0: 18, 1: 0, 2: 2, 3: 1, 4: 0}",1
